Tipo,Expressao-mir-145
Plasma,0.94549593600000004
Plasma,0.92730894399999997
Plasma,0.99802348799999996
Plasma,0.92081336960000004
Plasma,0.99802348799999996
Plasma,0.91791897120000032
Plasma,0.94549593600000015
Plasma,0.94546936000000004
Plasma,0.97970796000000027
Plasma,0.98211979999999999
Plasma,0.90000000000000002
Plasma,0.96197999999999995
Plasma,0.98794079999999995
Plasma,0.96530049000000007
Plasma,0.96444819999999998
Plasma,0.96324228000000001
Plasma,0.9798
Plasma,0.92328399999999999
Plasma,0.97373378399999999
Plasma,0.97637839999999998
Plasma,0.97537839999999998
Plasma,0.97486991592000005
Plasma,0.98794079999999995
Plasma,0.97696435041600005
Plasma,0.97867348799999998
Plasma,0.90000000000000002
Plasma,0.97940799999999995
Plasma,0.97794080000000005
Plasma,0.93854375999999995
Plasma,0.93543759999999998
Plasma,0.97373378399999999
Plasma,0.91361319200000002
Plasma,0.91010303999999986
Plasma,0.95304
Plasma,0.97816959999999997
Plasma,0.97374159999999998
Tumor,0.668284914688
Tumor,0.65888555430297613
Tumor,0.65880933556838395
Tumor,0.65875852307865601
Tumor,0.66614665154560004
Tumor,0.62028681707520006
Tumor,0.66841251840000016
Tumor,0.69330420058521602
Tumor,0.69309030857932818
Tumor,0.69322399108300814
Tumor,0.69330420058521602
Tumor,0.75681459025920006
Tumor,0.7567603946496001
Tumor,0.75703137269760024
Tumor,0.75673329684480006
Tumor,0.7884614390400001
Tumor,0.78857434656000025
Tumor,0.78834853152000006
Tumor,0.73175363712000019
Tumor,0.73183831775999997
Tumor,0.65476544918400004
Tumor,0.6547149544319999
Tumor,0.64606015393920013
Tumor,0.64598542170624018
Tumor,0.6461099754278401
Tumor,0.64583595724032006
Tumor,0.64581104649600007
Tumor,0.66463175336819202
Tumor,0.66461929799603203
Tumor,0.66119392688025602
Tumor,0.6604709154785281
Tumor,0.66083242117939189
Tumor,0.66101317402982418
Tumor,0.62880380196480012
Tumor,0.62822224931558412
Tumor,0.62836763747788815
Tumor,0.64601033245056005
Tumor,0.6459356002176001
Tumor,0.64643381510400011
Tumor,0.64638399361536014
Tumor,0.68404903902720005
Tumor,0.68529457624320034
Tumor,0.68355082414080026
Tumor,0.62293800106137609
Tumor,0.70522566277363219
Tumor,0.70291344748584972
Tumor,0.70522566277363219
Tumor,0.70137197062732826
Tumor,0.69983049376880657
Tumor,0.70060123219806736
Tumor,0.69957358095905287
Tumor,0.66451222708771795
Tumor,0.66453224626769902
Tumor,0.66463234216760303
Tumor,0.66457228462766005
Tumor,0.66455226544767998
Tumor,0.66461232298762196
Tumor,0.66507276412717997
Tumor,0.66453224626769902
Tumor,0.66469239970754501
Tumor,0.66259118657675997
Tumor,0.664172987933634
Tumor,0.66767882299541503
Tumor,0.66190064417931305
Tumor,0.66461495624653699
Tumor,0.664125833781814
Tumor,0.66414330244126796
Tumor,0.66409089646290498
Tumor,0.66410836512236004
Tumor,0.66405595914399596
Tumor,0.66464989356544601
Tumor,0.66414330244126796
Tumor,0.56416077110072305
Tumor,0.56421317707908603
Tumor,0.56431798903581198
Tumor,0.56430052037635803
Tumor,0.56042952432207305
Tumor,0.561248055793651
Tumor,0.56086873633121204
Tumor,0.56044948850430698
Tumor,0.56150759016268803
Tumor,0.56034966759313898
Tumor,0.50296170385088002
Tumor,0.50331975711919996
Tumor,0.52714223457142395
Tumor,0.52709449413564802
Tumor,0.52563841084448004
Tumor,0.52602033433068796
Tumor,0.6259964641128003
Tumor,0.68293127381529617
Tumor,0.68280107262681633
Tumor,0.68300939452838416
Tumor,0.60258641807232005
Tumor,0.66523287593190406
Tumor,0.66581418594399999
Tumor,0.66530869897695999
Tumor,0.66531922995544002
Tumor,0.66533359999999997
Tumor,0.66572993811615999
Tumor,0.66589843377183999
Tumor,0.66857076224
Tumor,0.664907129525248
Tumor,0.66490077796403202
Tumor,0.66489654358988803
Tumor,0.66828180787199998
Tumor,0.66229228298239995
Tumor,0.66557358079999995
Tumor,0.66727074094899197
Tumor,0.66725615740313604
Tumor,0.66726527211929598
Tumor,0.66727074094899197
Tumor,0.68801326387200001
Tumor,0.68796399513600015
Tumor,0.68821033881600024
Tumor,0.68793936076800011
Tumor,0.71678312640000008
Tumor,0.71688576960000028
Tumor,0.71668048320000011
Tumor,0.66989229344000001
Tumor,0.66989806712
Tumor,0.66991153904
Tumor,0.66990768992000005
Tumor,0.66924795075200005
Tumor,0.66471361561599995
Tumor,0.66472416505599996
Tumor,0.66470095628799997
Tumor,0.66469884639999999
Tumor,0.66627195372799997
Tumor,0.66626140428799996
Tumor,0.66757188659199995
Tumor,0.66750893209600004
Tumor,0.66754040934400005
Tumor,0.667556147968
Tumor,0.66475159360000002
Tumor,0.66470095628799997
Tumor,0.66471361561599995
Tumor,0.66471572550400004
Tumor,0.66470939583999999
Tumor,0.66475159360000002
Tumor,0.66474737382399995
Tumor,0.66793752447999999
Tumor,0.66804301887999995
Tumor,0.66789532671999996
Tumor,0.66276154723839997
Tumor,0.66973114026879998
Tumor,0.66953530046464005
Tumor,0.66973114026879998
Tumor,0.66940474059520005
Tumor,0.66927418072575995
Tumor,0.66933946066048
Tumor,0.66925242074752
Tumor,0.66957475200000005
Tumor,0.66891127108864001
Tumor,0.97890556769280002
Tumor,0.97612674711552028
Tumor,0.97601383047167989
Tumor,0.97593855270912011
Tumor,0.78805654732800001
Tumor,0.93043022561280009
Tumor,0.97824618777600003
Tumor,0.97861956300877828
Tumor,0.9786163546286899
Tumor,0.97861835986624512
Tumor,0.97861956300877828
Tumor,0.97482218853888003
Tumor,0.97481405919744002
Tumor,0.97485470590463996
Tumor,0.9748099945267199
Tumor,0.97956921585599999
Tumor,0.97958615198400001
Tumor,0.97955227972800007
Tumor,0.97106304556800005
Tumor,0.97107574766400007
Tumor,0.97828549370640006
Tumor,0.97828471746720003
Tumor,0.97815167006832004
Tumor,0.97815052123430402
Tumor,0.97815243595766399
Tumor,0.97814822356627196
Tumor,0.97814784062159998
Tumor,0.9749835960163199
Tumor,0.97496444878271993
Tumor,1.01643165778176
Tumor,1.0153201961548801
Tumor,1.0158759269683197
Tumor,1.0161537923750403
Tumor,0.96663938500800028
Tumor,0.96574538326464021
Tumor,0.96596888370048017
Tumor,0.9930904178976
Tumor,0.99297553449600018
Tumor,0.9937414238400003
Tumor,0.9936648349056002
Tumor,1.0515660693120001
Tumor,1.0534807926720005
Tumor,1.0508001799680005
