Tipo,Expressao-mir-145
Plasma,0.80888841617999996
Plasma,0.78887096440000004
Plasma,0.77889536000000004
Plasma,0.77895360000000002
Plasma,0.77695360000000002
Plasma,0.77076953599999998
Plasma,0.75556440000000002
Plasma,0.77444554399999999
Plasma,0.74449644000000004
Plasma,0.77096439999999999
Plasma,0.81352196640000018
Plasma,0.81446640000000003
Plasma,0.81777766399999996
Plasma,0.877
Plasma,0.85566399999999998
Plasma,0.81384000000000001
Plasma,0.81966399999999995
Plasma,0.82196639999999999
Plasma,0.81966399999999995
Plasma,0.77841618000000001
Plasma,0.77716180000000001
Plasma,0.77351261999999998
Plasma,0.77921200000000002
Plasma,0.77642120000000003
Plasma,0.77542120000000003
Plasma,0.77774985799999996
Plasma,0.74985800000000002
Plasma,0.73985800000000002
Plasma,0.77298579999999995
Plasma,0.71906000000000003
Plasma,0.77909059999999997
Plasma,0.78664400000000001
Plasma,0.77999943999999999
Plasma,0.79964400000000002
Plasma,0.78844000000000003
Plasma,0.770644
Plasma,0.75439999999999996
Plasma,0.76400000000000001
Plasma,0.74439999999999995
Plasma,0.77502800000000005
Plasma,0.77108027999999995
Plasma,0.77107800000000004
Plasma,0.77108027999999995
Plasma,0.77764316560000002
Plasma,0.77665600000000001
Plasma,0.77731656000000005
Plasma,0.97890556769280002
Plasma,0.97612674711552028
Plasma,0.97601383047167989
Plasma,0.97593855270912011
Plasma,0.78805654732800001
Plasma,0.93043022561280009
Plasma,0.97824618777600003
Plasma,0.97861956300877828
Plasma,0.9786163546286899
Plasma,0.97861835986624512
Plasma,0.97861956300877828
Plasma,0.97482218853888003
Plasma,0.97481405919744002
Plasma,0.97485470590463996
Plasma,0.9748099945267199
Plasma,0.97956921585599999
Plasma,0.97958615198400001
Plasma,0.97955227972800007
Plasma,0.97106304556800005
Plasma,0.97107574766400007
Plasma,0.97828549370640006
Plasma,0.97828471746720003
Plasma,0.97815167006832004
Plasma,0.97815052123430402
Plasma,0.97815243595766399
Plasma,0.97814822356627196
Plasma,0.97864062159999998
Plasma,0.9749835960163199
Plasma,0.97496444878271993
Plasma,1.01643165778176
Plasma,1.0153201961548801
Plasma,1.0158759269683197
Plasma,1.0161537923750403
Plasma,0.96663938500800028
Plasma,0.96574538326464021
Plasma,0.96596888370048017
Plasma,0.9930904178976
Plasma,0.99297553449600018
Plasma,0.9937414238400003
Plasma,0.9936648349056002
Plasma,1.0515660693120001
Plasma,1.0534807926720005
Plasma,1.0508001799680005
Plasma,0.95762208237696023
Plasma,0.97961201958787192
Plasma,0.97925657034332159
Plasma,0.97961201958787192
Plasma,0.97901960418028799
Plasma,0.9787826380172544
Plasma,0.97890112109877125
Plasma,0.97874314365674875
Plasma,0.97766494233407997
Plasma,0.97802398197504015
Plasma,0.97981918017984027
Plasma,0.97874206125696017
Plasma,0.97838302161600021
Plasma,0.9794601405388802
Plasma,0.98771805228095999
Plasma,0.97802398197504015
Plasma,0.98089629910272025
Plasma,0.94321149838755847
Plasma,0.97022329357662718
Plasma,0.97651093254612487
Plasma,0.97604789445203033
Plasma,0.97101595413781194
Plasma,0.98003872363042799
Plasma,0.98007005329140595
Plasma,0.97997606430847195
Plasma,0.98000739396945002
Plasma,0.97991340498651602
Plasma,0.80078613459768022
Plasma,0.98007005329140595
Plasma,0.79201382952384036
Plasma,0.79295371935318004
Plasma,0.79483349901186007
Plasma,0.79452020240207999
Plasma,0.90444255577632038
Plasma,0.91912273977743997
Plasma,0.91231972767936031
Plasma,0.9048006090446401
Plasma,0.92377743226560027
Plasma,0.90301034270304015
Plasma,0.90444255577632038
Plasma,0.90497963567880002
Plasma,0.94071335185713634
Plasma,0.94064174120347221
Plasma,0.93845761626672031
Plasma,0.93903050149603229
Plasma,0.93899469616920039
Plasma,1.024396910722944
Plasma,1.0242016089402244
Plasma,1.0245140917925761
Plasma,0.90387962710848002
Plasma,0.97384931389785601
Plasma,0.97472127891600002
Plasma,0.97396304846544002
Plasma,0.97397884493316
Plasma,0.97396304846544002
Plasma,0.97459490717424002
Plasma,0.97686976000000003
Plasma,0.93567926432000004
Plasma,0.97162536383999998
Plasma,0.97604385792000004
Plasma,0.97162536383999998
Plasma,0.97376863999999996
Plasma,0.97196524799999995
Plasma,0.97810633680000003
Plasma,0.93506767200000007
Plasma,0.98617070080000002
Plasma,0.93518807680000005
Plasma,0.92730894399999997
Plasma,0.99802348799999996
Plasma,0.91030785920000001
Plasma,0.97234880000000001
